,id,last_scraped,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_90,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_location,license,instant_bookable,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
63,1374434,2024-09-18,255183,Michelle,2010-10-06,"Boston, MA",within a few hours,1.0,0.72,t,5,6,t,t,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,70.0,29,180,29.0,29.0,180.0,180.0,29.0,180.0,t,0,0,2024-09-18,46,1,0,2013-09-29,2023-12-20,4.83,4.87,4.56,4.93,4.2,STR-415714,f,1,4,0,0.34
64,1374466,2024-09-18,255183,Michelle,2010-10-06,"Boston, MA",within a few hours,1.0,0.72,t,5,6,t,t,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,72.0,29,180,29.0,29.0,180.0,180.0,29.0,180.0,t,1,3,2024-09-18,48,4,0,2013-12-23,2024-05-03,4.85,4.83,4.6,4.96,4.29,STR-415714,f,1,4,0,0.37
65,1403408,2024-09-18,255183,Michelle,2010-10-06,"Boston, MA",within a few hours,1.0,0.72,t,5,6,t,t,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,75.0,29,120,29.0,89.0,120.0,120.0,41.1,120.0,t,0,1,2024-09-18,29,4,1,2013-08-07,2024-08-31,4.93,4.72,4.48,4.93,4.31,STR-415714,f,1,4,0,0.21
66,1425973,2024-09-18,1015632,Viktoria,2011-08-24,"Boston, MA",within an hour,1.0,0.62,t,2,7,t,t,Private room in home,Private room,4,2.5,2.5 shared baths,2.0,2.0,449.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,0,16,2024-09-18,39,2,0,2013-09-23,2023-10-22,4.79,4.95,4.95,4.84,4.97,STR-446784,f,0,1,0,0.29
67,1445064,2024-09-18,4724006,Rosalia,2013-01-16,"Boston, MA",within a few hours,1.0,0.73,t,1,2,t,t,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,65.0,29,90,29.0,29.0,90.0,90.0,29.0,90.0,t,13,44,2024-09-18,117,3,0,2013-09-05,2024-05-19,4.72,4.79,4.8,4.79,4.71,,f,0,1,0,0.87
68,1472520,2024-09-18,6608084,CarneyFamily,2013-05-27,"Boston, MA",within an hour,1.0,0.98,t,2,7,t,t,Private room in home,Private room,3,1.2,1 private bath,1.0,1.0,213.0,1,21,1.0,1.0,21.0,21.0,1.0,21.0,t,0,0,2024-09-18,714,66,8,2013-08-22,2024-09-13,4.87,4.91,4.92,4.91,4.82,STR-487240,f,1,1,0,5.29
69,1544144,2024-09-18,7353037,Nancy And Tom,2013-07-08,"Boston, MA",,1.0,0.9,t,1,1,t,t,Entire townhouse,Entire home/apt,4,1.2,2 baths,2.0,1.0,213.0,4,30,3.0,4.0,30.0,30.0,3.9,30.0,t,0,0,2024-09-18,69,6,0,2018-10-03,2023-10-29,4.99,4.96,4.99,4.97,5.0,STR-398614,f,1,0,0,0.95
70,1545185,2024-09-18,697401,Nick,2011-06-13,"Boston, MA",within a few hours,1.0,0.89,t,4,6,t,t,Entire guest suite,Entire home/apt,2,1.0,1 bath,1.0,1.0,140.0,2,14,2.0,2.0,14.0,14.0,2.0,14.0,t,2,41,2024-09-18,249,27,5,2013-10-07,2024-09-10,4.78,4.86,4.72,4.88,4.84,STR-383211,t,4,0,0,1.87
71,1551205,2024-09-18,8261931,Hamed,2013-08-19,"Boston, MA",,1.0,0.9,f,1,2,t,t,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,415.0,91,365,91.0,91.0,365.0,365.0,91.0,365.0,t,29,89,2024-09-18,40,0,0,2013-09-17,2016-10-21,4.85,4.93,4.58,4.88,5.0,,f,1,0,0,0.3
72,1596470,2024-09-18,480310,Michael,2011-04-03,"Boston, MA",,1.0,1.0,t,1,4,t,t,Entire townhouse,Entire home/apt,9,1.2,3 baths,3.0,1.0,213.0,29,1124,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,0,0,2024-09-18,172,15,0,2016-07-30,2024-02-13,4.98,4.99,4.94,4.94,4.96,STR-466119,t,1,0,0,1.74
73,1596664,2024-09-18,8513158,Kevin,2013-08-29,"Boston, MA",within a few hours,1.0,0.72,t,3,7,t,t,Private room in townhouse,Private room,1,2.0,2 shared baths,1.0,1.0,59.0,31,36,14.0,31.0,36.0,36.0,30.2,36.0,t,7,63,2024-09-18,25,1,0,2018-04-06,2024-07-28,4.84,4.92,4.64,4.96,4.72,STR-383293,f,0,3,0,0.32
74,1644031,2024-09-18,79583794,Joshua,2016-06-23,"Boston, MA",,1.0,0.9,f,1,3,t,t,Private room in townhouse,Private room,2,1.0,1 private bath,1.0,1.0,162.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,1,40,2024-09-18,555,80,7,2016-02-26,2024-09-15,4.85,4.91,4.88,4.93,4.86,STR-401177,f,0,1,0,5.32
75,1668313,2024-09-18,8834105,Rebecca,2013-09-14,"Massachusetts, United States",within an hour,1.0,1.0,f,2,2,t,t,Private room in home,Private room,1,1.2,1 shared bath,1.0,1.0,213.0,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,0,0,2024-09-18,38,0,0,2013-10-21,2022-02-26,4.79,4.82,4.79,4.87,4.74,,f,0,2,0,0.29
76,1682936,2024-09-18,8898973,Adriana & Gianni,2013-09-17,"Boston, MA",within a day,1.0,0.72,f,4,4,t,f,Entire rental unit,Entire home/apt,2,1.5,1.5 baths,1.0,2.0,115.0,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,2,48,2024-09-18,236,3,0,2014-02-28,2024-06-27,4.84,4.91,4.9,4.88,4.54,Exempt: This listing is a unit used for furnished institutional or business stays,f,4,0,0,1.84
77,1692573,2024-09-18,8814724,Kelly,2013-09-13,,within a day,1.0,0.79,t,2,2,t,t,Entire home,Entire home/apt,4,1.0,1 bath,2.0,3.0,170.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,8,41,2024-09-18,299,28,2,2013-10-26,2024-09-11,4.91,4.91,4.96,4.95,4.93,STR-447499,f,1,0,0,2.25
78,1721016,2024-09-18,7723912,Fj,2013-07-25,"Boston, MA",within a day,0.8,0.5,f,2,7,t,f,Entire loft,Entire home/apt,2,1.5,1.5 baths,1.0,1.0,95.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,t,18,78,2024-09-18,12,2,0,2016-04-19,2024-08-03,4.92,4.91,5.0,4.91,4.75,,f,2,0,0,0.12
79,1724900,2024-09-18,7723912,Fj,2013-07-25,"Boston, MA",within a day,0.8,0.5,f,2,7,t,f,Entire home,Entire home/apt,4,1.2,1 bath,2.0,1.0,213.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,t,17,77,2024-09-18,44,0,0,2013-10-27,2020-11-30,4.61,4.86,4.81,4.95,4.56,,f,2,0,0,0.33
80,1732804,2024-09-18,9090219,Thomas,2013-09-27,"Boston, MA",within an hour,1.0,1.0,f,1,1,t,t,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,75.0,1,28,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,0,49,2024-09-18,184,11,0,2013-10-08,2024-08-04,4.88,4.93,4.68,4.98,4.68,STR-456144,f,0,1,0,1.38
81,1810172,2024-09-18,8834105,Rebecca,2013-09-14,"Massachusetts, United States",within an hour,1.0,1.0,f,2,2,t,t,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,69.0,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,0,45,2024-09-18,47,2,0,2013-11-02,2024-07-28,4.81,4.91,4.74,4.91,4.7,,f,0,2,0,0.35
82,1810397,2024-09-18,9485021,Stacy,2013-10-17,"Boston, MA",within a few hours,1.0,0.35,,2,2,t,t,Entire townhouse,Entire home/apt,8,2.5,2.5 baths,3.0,4.0,985.0,5,1125,4.0,5.0,1125.0,1125.0,5.0,1125.0,t,17,64,2024-09-18,51,1,1,2014-06-28,2024-08-30,4.96,4.94,4.91,4.92,4.98,STR-520680,f,1,0,0,0.41
83,1819994,2024-09-18,9529655,Suzanne,2013-10-20,"Boston, MA",,1.0,0.9,f,7,9,t,t,Entire condo,Entire home/apt,1,1.0,1 bath,2.0,1.0,265.0,91,365,91.0,91.0,365.0,365.0,91.0,365.0,t,27,87,2024-09-18,2,0,0,2015-10-18,2018-05-24,4.0,4.5,3.0,3.5,5.0,,f,4,0,0,0.02
84,1886037,2024-09-18,1587128,Daniel,2012-01-09,"Boston, MA",,1.0,0.9,f,1,1,t,t,Entire rental unit,Entire home/apt,4,1.2,1.5 baths,2.0,1.0,213.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,t,0,0,2024-09-18,1,0,0,2015-07-24,2015-07-24,5.0,5.0,4.0,5.0,5.0,,f,1,0,0,0.01
85,1956275,2024-09-18,9622924,Emmanuel,2013-10-24,"Boston, MA",,1.0,0.9,f,1,1,t,t,Entire rental unit,Entire home/apt,6,1.2,1.5 baths,3.0,1.0,213.0,91,250,91.0,91.0,250.0,250.0,91.0,250.0,t,0,0,2024-09-18,105,0,0,2014-01-18,2019-05-20,4.41,4.54,4.43,4.65,4.42,,f,1,0,0,0.81
86,2014651,2024-09-18,2155838,Molly,2012-04-16,"Boston, MA",,1.0,0.9,f,1,1,t,t,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,120.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,t,30,90,2024-09-18,38,0,0,2013-12-16,2019-09-02,4.62,4.81,4.58,4.83,4.56,,f,0,1,0,0.29
87,2014882,2024-09-18,1521296,Yossi,2011-12-20,"New York, NY",within an hour,1.0,1.0,f,2,3,t,t,Private room in home,Private room,2,1.0,1 private bath,1.0,2.0,78.0,3,30,2.0,3.0,1125.0,1125.0,3.0,1125.0,t,6,29,2024-09-18,332,28,4,2014-06-21,2024-09-14,4.71,4.75,4.69,4.88,4.73,STR-545004,t,0,2,0,2.66
88,2021483,2024-09-18,10197317,Shannon,2013-11-22,"Boston, MA",within an hour,1.0,0.53,f,7,10,t,t,Entire condo,Entire home/apt,6,2.0,2 baths,2.0,4.0,500.0,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,29,89,2024-09-18,22,2,0,2016-07-22,2024-07-21,4.86,4.86,4.82,4.91,4.95,STR-461452,f,3,4,0,0.22
89,2021489,2024-09-18,10197317,Shannon,2013-11-22,"Boston, MA",within an hour,1.0,0.53,f,7,10,t,t,Private room in condo,Private room,3,1.0,1 private bath,1.0,1.0,220.0,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,30,90,2024-09-18,85,0,0,2016-04-17,2023-08-11,4.73,4.82,4.79,4.96,4.79,STR-383155,f,3,4,0,0.83
90,2108738,2024-09-18,10750832,Tom,2013-12-21,"Boston, MA",,1.0,0.9,f,1,1,t,f,Entire rental unit,Entire home/apt,2,1.2,1 bath,1.0,1.0,213.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,t,0,0,2024-09-18,32,0,0,2013-12-31,2016-08-14,4.31,4.59,3.75,4.84,4.97,,f,1,0,0,0.25
91,2126053,2024-09-18,10844648,Janet,2013-12-27,"Boston, MA",within a few hours,1.0,0.91,t,1,1,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,190.0,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,,5,7,2024-09-18,126,7,0,2014-04-14,2024-08-16,4.83,4.85,4.86,4.91,4.99,STR-395757,f,1,0,0,0.99
92,2141306,2024-09-18,5355690,Kyle,2013-03-06,"Boston, MA",,1.0,0.9,f,1,2,t,t,Entire rental unit,Entire home/apt,6,1.2,1 bath,2.0,1.0,213.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,t,0,0,2024-09-18,7,0,0,2014-01-20,2017-06-18,4.86,4.86,4.57,4.71,5.0,,f,1,0,0,0.05
93,2183117,2024-09-18,11132354,Alla,2014-01-08,"Boston, MA",within a few hours,1.0,0.75,f,1,1,t,f,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,130.0,30,120,30.0,30.0,120.0,120.0,30.0,120.0,t,2,40,2024-09-18,54,4,0,2015-01-25,2024-07-05,4.83,4.83,4.7,4.91,4.79,,f,1,0,0,0.46
94,2215762,2024-09-18,5430185,Laura And Olivia,2013-03-12,"Brookline, MA",within an hour,1.0,0.98,t,8,8,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,287.0,3,365,2.0,4.0,1125.0,1125.0,3.0,1125.0,t,8,60,2024-09-18,86,17,0,2014-05-04,2024-07-23,4.8,4.74,4.86,4.91,4.94,Exempt: This listing is a hotel or motel,f,7,0,0,0.68
95,2277821,2024-09-18,9410008,Jason,2013-10-13,"Boston, MA",within an hour,1.0,1.0,,20,53,t,f,Entire rental unit,Entire home/apt,5,2.0,2 baths,2.0,2.0,657.0,10,365,4.0,10.0,1125.0,1125.0,8.0,1125.0,t,3,59,2024-09-18,196,13,1,2014-04-03,2024-08-27,4.96,4.98,4.99,4.97,4.98,STR-441410,t,16,0,0,1.54
96,2292495,2024-09-18,9653086,Glenn,2013-10-27,"Boston, MA",within a day,1.0,0.74,t,11,11,t,t,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,135.0,33,1125,33.0,33.0,1125.0,1125.0,33.0,1125.0,t,15,38,2024-09-18,80,3,0,2014-09-17,2024-03-11,4.78,4.9,4.71,4.95,4.86,,f,6,0,0,0.66
97,2378421,2024-09-18,12150111,A And L,2014-02-11,"Boston, MA",within a few hours,1.0,0.84,t,1,2,t,t,Entire guest suite,Entire home/apt,2,1.2,1 bath,1.0,1.0,213.0,2,14,2.0,2.0,14.0,14.0,2.0,14.0,t,1,34,2024-09-18,190,16,1,2014-04-21,2024-08-27,4.96,4.94,4.99,4.95,4.96,STR-545109,f,1,0,0,1.5
98,2381143,2024-09-18,12165186,Masha,2014-02-11,"Boston, MA",within a few hours,1.0,0.88,t,3,6,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,75.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,t,0,0,2024-09-18,10,1,0,2014-12-06,2024-05-17,4.9,4.8,4.8,4.9,4.9,,f,3,0,0,0.08
99,2395326,2024-09-18,12230539,Timothy A,2014-02-14,"Boston, MA",,1.0,0.9,f,2,4,t,t,Entire rental unit,Entire home/apt,2,1.2,1 bath,1.0,1.0,213.0,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,0,0,2024-09-18,407,0,0,2014-04-23,2020-09-20,4.86,4.94,4.67,4.97,4.98,STR-416118,f,1,0,0,3.21
100,2410846,2024-09-18,3137257,Local Furnished,2012-08-02,"Boston, MA",within an hour,1.0,1.0,t,3,13,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,135.0,91,1124,91.0,91.0,1125.0,1125.0,91.0,1125.0,t,0,0,2024-09-18,36,0,0,2014-06-15,2020-11-25,4.67,4.72,4.53,4.78,5.0,,t,1,0,0,0.29
101,2495047,2024-09-18,5430185,Laura And Olivia,2013-03-12,"Brookline, MA",within an hour,1.0,0.98,t,8,8,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,0.0,283.0,2,365,2.0,4.0,1125.0,1125.0,2.0,1125.0,t,10,33,2024-09-18,83,12,0,2014-09-16,2024-08-13,4.83,4.89,4.93,4.9,4.99,Exempt: This listing is a hotel or motel,f,7,0,0,0.68
102,2526773,2024-09-18,12165186,Masha,2014-02-11,"Boston, MA",within a few hours,1.0,0.88,t,3,6,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,67.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,t,0,0,2024-09-18,18,0,0,2014-09-01,2022-08-20,4.83,4.83,4.61,4.94,4.78,,f,3,0,0,0.15
103,2672058,2024-09-18,13565868,Christie,2014-03-26,"Boston, MA",,1.0,0.9,f,1,2,t,t,Private room in rental unit,Private room,2,1.2,1 bath,1.0,1.0,213.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,t,0,0,2024-09-18,12,0,0,2014-04-21,2016-09-09,4.25,4.75,4.08,4.25,4.83,,f,0,1,0,0.09
104,2701124,2024-09-18,13822322,Varouj,2014-04-02,"Cambridge, MA",a few days or more,0.0,0.9,f,1,2,t,t,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,280.0,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,30,90,2024-09-18,74,0,0,2014-09-01,2022-07-06,4.61,4.74,4.52,4.75,4.86,STR-416239,t,1,0,0,0.6
105,2723274,2024-09-18,8790904,Albert,2013-09-12,"Boston, MA",,1.0,0.9,f,1,1,t,t,Entire condo,Entire home/apt,2,1.2,1 bath,2.0,1.0,213.0,29,30,29.0,29.0,30.0,30.0,29.0,30.0,t,0,0,2024-09-18,26,0,0,2014-06-20,2019-10-27,4.88,4.96,4.92,5.0,5.0,STR-398102,f,1,0,0,0.21
106,2754975,2024-09-18,6885890,Jonathan,2013-06-12,"Boston, MA",within an hour,1.0,1.0,f,2,3,t,t,Entire rental unit,Entire home/apt,4,1.2,1 bath,1.0,1.0,213.0,365,1125,365.0,365.0,1125.0,1125.0,365.0,1125.0,t,10,10,2024-09-18,99,0,0,2014-06-25,2018-10-10,4.87,4.95,4.82,4.99,5.0,,f,1,0,0,0.79
107,2864688,2024-09-18,887148,Dawn,2011-07-29,"Boston, MA",within a few hours,0.9,0.69,t,10,18,t,t,Entire condo,Entire home/apt,5,2.0,2 baths,3.0,4.0,450.0,91,352,91.0,91.0,352.0,352.0,91.0,352.0,t,30,90,2024-09-18,0,0,0,,,4.87,4.95,4.82,4.99,5.0,Exempt: This listing is a unit that has contracts with hospitals,f,2,1,0,
108,2886933,2024-09-18,13776857,Katy,2014-04-01,"Boston, MA",within an hour,1.0,0.86,t,1,1,t,f,Entire home,Entire home/apt,8,1.5,1.5 baths,4.0,4.0,275.0,2,365,2.0,3.0,365.0,365.0,2.0,365.0,t,1,11,2024-09-18,128,13,2,2014-05-27,2024-09-16,4.93,4.99,4.96,4.98,4.63,STR-429200,f,1,0,0,1.02
109,3164650,2024-09-18,16052189,Jonathan,2014-05-27,"Boston, MA",within an hour,0.96,0.34,t,16,27,t,t,Entire guest suite,Entire home/apt,4,1.2,1 bath,2.0,1.0,213.0,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,6,53,2024-09-18,38,1,0,2014-08-08,2024-03-15,4.5,4.57,4.5,4.82,4.47,,f,8,0,0,0.31
110,3193484,2024-09-18,16186589,Marie,2014-05-30,"Boston, MA",within a few hours,1.0,0.95,t,27,30,t,t,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,50.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,t,2,62,2024-09-18,12,3,1,2015-10-20,2024-08-31,4.92,4.92,4.67,5.0,4.42,,f,5,22,0,0.11
111,3229255,2024-09-18,16343599,Ella & Will,2014-06-03,"Boston, MA",within a few hours,1.0,0.86,t,2,3,t,t,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,159.0,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,7,55,2024-09-18,174,26,2,2014-08-02,2024-09-01,4.86,4.91,4.92,4.96,4.85,STR-544893,f,1,0,0,1.41
112,3294152,2024-09-18,9898255,Jessica,2013-11-09,"Boston, MA",within a day,1.0,0.94,t,3,3,t,t,Entire guest suite,Entire home/apt,4,1.0,1 bath,1.0,1.0,131.0,2,40,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,4,44,2024-09-18,254,6,0,2014-07-01,2024-08-12,4.54,4.66,4.54,4.82,4.6,STR-547060,f,3,0,0,2.04
113,3316049,2024-09-18,16742781,Jerry,2014-06-13,"Boston, MA",a few days or more,0.0,0.9,f,1,6,t,t,Entire rental unit,Entire home/apt,1,1.0,1 bath,1.0,2.0,160.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,t,0,59,2024-09-18,0,0,0,,,4.54,4.66,4.54,4.82,4.6,,f,1,0,0,
114,3343428,2024-09-18,11228809,Jonathan,2014-01-12,"Boston, MA",within an hour,1.0,0.97,t,6,14,t,t,Private room in townhouse,Private room,2,1.0,1 shared bath,1.0,2.0,143.0,2,110,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,6,17,2024-09-18,446,70,9,2016-01-02,2024-09-14,4.93,4.95,4.96,4.96,4.64,STR-538100,f,2,4,0,4.2
115,3441982,2024-09-18,13819661,Jen,2014-04-02,"Boston, MA",within a few hours,1.0,0.97,t,5,6,t,t,Entire guest suite,Entire home/apt,3,1.0,1 bath,0.0,2.0,118.0,31,730,10.0,31.0,730.0,730.0,29.7,730.0,t,8,68,2024-09-18,145,10,0,2018-10-03,2024-08-17,4.93,4.98,4.97,4.97,4.61,STR-396299,f,2,3,0,2.0
116,3457722,2024-09-18,6209951,Jeff And Rachel,2013-05-03,"Boston, MA",,1.0,1.0,f,1,1,t,t,Entire home,Entire home/apt,8,1.2,1 bath,3.0,1.0,213.0,29,1125,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,0,0,2024-09-18,55,2,0,2014-08-04,2024-06-26,4.96,4.96,4.85,5.0,4.81,STR-544892,f,1,0,0,0.45
117,3463914,2024-09-18,17452489,Nathaniel,2014-06-30,"Boston, MA",,1.0,0.9,f,1,2,t,t,Entire rental unit,Entire home/apt,4,1.2,1 bath,1.0,1.0,213.0,91,365,91.0,91.0,365.0,365.0,91.0,365.0,t,0,0,2024-09-18,27,0,0,2014-07-22,2016-07-17,4.44,4.37,3.96,4.67,4.81,,f,1,0,0,0.22
118,3520353,2024-09-18,6508758,Xerxes,2013-05-21,"Boston, MA",,1.0,1.0,t,2,2,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,288.0,91,365,91.0,91.0,1125.0,1125.0,91.0,1125.0,,0,47,2024-09-18,253,0,0,2014-08-01,2022-10-02,4.8,4.88,4.8,4.85,4.98,,f,1,0,0,2.05
119,3521944,2024-09-18,17735272,David,2014-07-06,,,1.0,0.9,f,1,1,t,t,Entire rental unit,Entire home/apt,4,1.2,1 bath,1.0,1.0,213.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,t,0,0,2024-09-18,3,0,0,2014-08-11,2014-09-14,4.67,4.33,5.0,5.0,4.67,,f,1,0,0,0.02
120,3539510,2024-09-18,71783,Lance,2010-01-19,"Boston, MA",within an hour,1.0,0.98,f,30,68,t,t,Entire rental unit,Entire home/apt,6,1.0,1 bath,3.0,3.0,145.0,30,90,30.0,30.0,1125.0,1125.0,30.0,1125.0,t,0,0,2024-09-18,31,0,0,2014-10-17,2019-06-13,4.39,4.87,4.67,4.42,4.32,,f,14,15,0,0.26
121,3544343,2024-09-18,17843002,Christian,2014-07-08,"Boston, MA",,1.0,0.9,f,1,1,t,t,Entire rental unit,Entire home/apt,2,1.2,1 bath,1.0,1.0,213.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,,0,0,2024-09-18,0,0,0,,,4.39,4.87,4.67,4.42,4.32,,f,1,0,0,
122,3602379,2024-09-18,18150109,Alex,2014-07-15,"Boston, MA",within a few hours,1.0,0.94,t,5,5,t,t,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,176.0,2,150,2.0,4.0,150.0,150.0,2.3,150.0,t,6,52,2024-09-18,301,38,3,2014-10-08,2024-09-09,4.77,4.9,4.86,4.96,4.65,STR-528095,f,5,0,0,2.48
123,3605045,2024-09-18,18165984,Stacey,2014-07-15,"Boston, MA",,1.0,0.9,f,1,2,t,t,Shared room in home,Shared room,1,1.0,1 shared bath,1.0,1.0,200.0,29,31,29.0,29.0,1125.0,1125.0,29.0,1125.0,t,30,90,2024-09-18,3,0,0,2014-07-20,2019-05-19,5.0,5.0,5.0,5.0,4.33,STR-460055,f,0,0,1,0.02
124,3656168,2024-09-18,18517776,Huggy,2014-07-21,"Boston, MA",within an hour,1.0,0.0,f,31,34,t,t,Private room in rental unit,Private room,1,1.0,1 shared bath,2.0,1.0,38.0,91,1125,91.0,91.0,1125.0,1125.0,91.0,1125.0,t,30,90,2024-09-18,6,0,0,2015-08-29,2018-12-17,4.33,4.67,4.5,5.0,3.67,,f,0,31,0,0.05
125,3672942,2024-09-18,18641942,Loretta,2014-07-22,"Boston, MA",within an hour,1.0,1.0,f,1,1,t,t,Entire loft,Entire home/apt,2,1.0,1 bath,1.0,1.0,164.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,t,0,0,2024-09-18,6,6,0,2024-06-02,2024-08-05,4.83,5.0,5.0,5.0,5.0,STR-563142,f,1,0,0,1.65
126,3705824,2024-09-18,18517776,Huggy,2014-07-21,"Boston, MA",within an hour,1.0,0.0,f,31,34,t,t,Private room in rental unit,Private room,1,1.0,1 shared bath,2.0,1.0,35.0,91,1000,91.0,91.0,1000.0,1000.0,91.0,1000.0,t,30,90,2024-09-18,0,0,0,,,4.83,5.0,5.0,5.0,5.0,,f,0,31,0,
127,3890373,2024-09-18,19357187,Paul,2014-08-02,"Boston, MA",within an hour,1.0,1.0,f,1,2,t,t,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,150.0,29,365,29.0,29.0,365.0,365.0,29.0,365.0,t,12,72,2024-09-18,253,0,0,2014-09-10,2023-08-01,4.91,4.95,4.95,4.96,4.98,,f,1,0,0,2.07
128,3957602,2024-09-18,2127414,Katharine (Kit) And Scott,2012-04-12,"Boston, MA",within a few hours,1.0,0.0,f,1,2,t,t,Private room in home,Private room,2,1.0,1 private bath,2.0,1.0,100.0,29,31,29.0,29.0,31.0,31.0,29.0,31.0,t,3,48,2024-09-18,129,0,0,2014-09-17,2022-09-07,4.88,4.87,4.84,4.97,4.77,STR-399287,f,0,1,0,1.06
129,3965313,2024-09-18,20551003,May,2014-08-26,"Boston, MA",,1.0,0.9,f,3,21,t,t,Private room in home,Private room,4,2.5,2.5 shared baths,1.0,3.0,42.0,91,365,91.0,91.0,365.0,365.0,91.0,365.0,t,30,90,2024-09-18,90,0,0,2017-03-11,2019-11-11,4.38,4.71,4.36,4.83,4.81,,f,0,1,0,0.98
130,3968797,2024-09-18,4762495,Jennifer,2013-01-19,"Boston, MA",within an hour,1.0,0.82,t,2,3,t,t,Private room in home,Private room,2,1.5,1.5 shared baths,1.0,2.0,95.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,0,0,2024-09-18,71,5,0,2015-04-06,2024-08-10,4.92,4.89,4.8,4.96,4.79,STR-522159,f,0,2,0,0.62
131,3969526,2024-09-18,5408229,Liesl,2013-03-10,"Boston, MA",,1.0,0.71,t,1,3,t,f,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,150.0,29,180,29.0,29.0,180.0,180.0,29.0,180.0,t,0,2,2024-09-18,360,5,0,2014-09-13,2024-07-30,4.83,4.93,4.89,4.91,4.8,,f,1,0,0,2.95
